(58.227.133.60:3310, 227.176.178.135:17712, 0) x 368
(186.29.91.48:1473, 9.87.11.219:53621, 0) x 1
(228.131.220.47:4359, 56.100.39.36:12295, 0) x 1
(125.182.65.20:44886, 112.75.64.151:55883, 0) x 1
(134.79.197.125:39650, 146.65.86.214:5802, 0) x 1
(8.72.114.203:25110, 16.43.15.149:50020, 0) x 1
(194.43.54.56:55940, 103.121.184.74:51932, 0) x 1
(198.146.247.44:12800, 5.107.249.251:40276, 0) x 1
(173.173.91.138:22861, 23.242.29.131:19368, 0) x 1
(20.173.136.162:53454, 175.55.164.69:37322, 0) x 1
(36.177.164.248:50391, 243.219.179.24:22202, 0) x 1
(39.185.66.223:59589, 150.82.79.19:18341, 0) x 1
(217.118.98.252:41924, 247.117.24.94:37912, 0) x 1
(66.72.238.219:42079, 133.140.180.175:44357, 0) x 1
(157.69.21.152:6054, 105.51.164.98:6107, 0) x 1
(140.77.7.17:61654, 12.116.49.35:24748, 0) x 1
(160.138.142.159:45624, 227.28.47.20:31071, 0) x 1
(58.181.67.107:59885, 38.116.205.90:30213, 0) x 1
(127.80.55.166:64776, 152.41.68.55:15179, 0) x 1
(185.199.155.157:22786, 172.119.68.145:28529, 0) x 1
(217.110.69.26:42139, 101.191.184.249:61094, 0) x 1
(75.37.57.93:37317, 137.41.24.55:32783, 0) x 1
(107.180.109.21:65484, 196.215.249.105:126, 0) x 1
(46.173.8.209:59655, 184.99.143.98:15010, 0) x 1
(137.62.78.9:41069, 243.119.37.116:18055, 0) x 1
(64.205.125.203:54170, 114.48.140.95:57491, 0) x 1
(25.54.152.74:34424, 94.61.155.204:31948, 0) x 1
(205.8.80.146:34112, 242.44.249.251:22478, 0) x 1
(231.212.211.211:44982, 108.239.134.152:15589, 0) x 1
(131.121.149.148:31802, 195.121.48.32:33664, 0) x 1
(54.162.68.141:6736, 200.152.221.24:60428, 0) x 1
(205.176.14.68:16240, 222.139.147.156:338, 0) x 1
(224.37.235.44:51215, 167.61.36.142:34007, 0) x 1
(66.90.54.156:53469, 182.12.221.130:44333, 0) x 1
(81.40.167.57:32621, 76.86.48.80:40042, 0) x 1
(56.8.70.6:48620, 141.72.127.120:48780, 0) x 1
(19.67.199.29:22653, 187.70.59.192:22669, 0) x 1
(53.34.22.128:26886, 32.42.127.233:57852, 0) x 1
(42.167.109.50:39021, 48.1.218.102:38328, 0) x 1
(188.116.231.215:43875, 58.119.7.219:16740, 0) x 1
(209.64.57.208:48668, 104.247.112.16:13754, 0) x 1
(7.160.229.142:43364, 152.98.42.37:10447, 0) x 1
(92.20.146.23:35072, 84.44.205.75:52042, 0) x 1
(136.97.31.211:42301, 142.30.152.124:25771, 0) x 1
(194.177.194.175:13442, 194.98.105.161:9138, 0) x 1
(188.230.67.21:9246, 28.107.201.151:27441, 0) x 1
(9.235.16.32:58767, 59.51.78.194:29250, 0) x 1
(195.94.64.101:40288, 225.203.196.156:28120, 0) x 1
(185.168.244.144:54094, 232.84.125.181:39982, 0) x 1
(151.17.170.9:8517, 87.230.77.6:48266, 0) x 1
(155.70.110.157:41866, 251.65.146.27:52079, 0) x 1
(171.255.130.174:41900, 72.25.193.80:10377, 0) x 1
(171.250.160.209:65207, 245.7.165.71:22154, 0) x 1
(102.115.5.150:15888, 220.227.210.227:13326, 0) x 1
(67.179.174.230:18300, 186.7.19.8:62210, 0) x 1
(166.162.167.49:37311, 188.182.69.209:9698, 0) x 1
(206.254.37.206:61793, 255.138.202.18:22565, 0) x 1
(7.181.35.254:37275, 222.165.43.165:4628, 0) x 1
(232.85.82.242:55763, 169.79.220.174:40078, 0) x 1
(179.155.12.1:42451, 102.92.136.58:7274, 0) x 1
(19.126.192.226:23512, 157.122.142.13:42047, 0) x 1
(36.168.137.109:19655, 9.67.216.226:54284, 0) x 1
(91.132.36.245:24994, 226.184.240.137:38426, 0) x 1
(204.120.46.26:17371, 53.24.47.42:33198, 0) x 1
(0.15.96.2:50174, 2.48.142.96:57806, 0) x 1
(82.5.228.249:61932, 233.246.211.166:8251, 0) x 1
(206.66.134.182:59345, 232.94.219.78:57197, 0) x 1
(97.168.181.55:34753, 104.51.87.2:51888, 0) x 1
(202.10.64.132:42752, 225.125.103.218:11133, 0) x 1
(165.59.144.160:30635, 31.190.121.71:57931, 0) x 1
(229.115.145.57:31008, 13.128.11.28:54199, 0) x 1
(221.178.206.202:17819, 55.125.184.70:61645, 0) x 1
(252.118.75.246:50623, 67.69.193.10:43623, 0) x 1
(230.233.56.179:22132, 201.154.40.49:47319, 0) x 1
(74.10.6.117:34001, 166.28.162.70:59108, 0) x 1
(251.169.42.232:10161, 241.189.154.91:4223, 0) x 1
(141.39.41.41:6876, 110.203.201.134:25889, 0) x 1
(209.207.145.46:35111, 207.192.170.100:1916, 0) x 1
(77.165.6.27:14251, 150.35.60.42:23220, 0) x 1
(62.124.49.21:30902, 96.168.99.186:54700, 0) x 1
(107.231.77.180:5629, 239.94.241.21:41296, 0) x 1
(112.227.117.174:12594, 255.232.42.9:998, 0) x 1
(248.56.251.50:33564, 6.106.12.13:40570, 0) x 1
(31.119.163.26:7046, 62.26.114.196:6241, 0) x 1
(224.232.145.173:36040, 11.106.100.34:19127, 0) x 1
(69.12.40.79:8504, 195.188.213.123:16016, 0) x 1
(198.134.207.255:42037, 3.23.239.86:54496, 0) x 1
(168.166.155.161:6250, 103.147.50.249:21535, 0) x 1
(61.114.182.104:20104, 174.78.136.218:49253, 0) x 1
(91.47.202.219:10290, 152.157.171.1:44122, 0) x 1
(3.130.22.128:13967, 203.35.130.232:40521, 0) x 1
(16.240.33.194:39087, 253.182.194.220:9268, 0) x 1
(237.218.8.1:38450, 249.169.52.25:62941, 0) x 1
(32.26.212.49:24794, 77.112.65.75:34616, 0) x 1
(103.99.177.138:7906, 174.138.129.199:12907, 0) x 1
(163.53.173.138:41649, 123.252.42.138:21169, 0) x 1
(9.6.55.195:18443, 246.228.202.140:48188, 0) x 1
(99.218.72.218:25042, 27.158.112.242:32538, 0) x 1
(53.11.20.15:62399, 220.179.62.96:63878, 0) x 1
(25.36.122.151:43506, 77.191.189.137:35013, 0) x 1
(123.45.246.21:17350, 62.29.212.58:1248, 0) x 1
(247.166.142.125:60897, 35.147.51.245:16678, 0) x 1
(169.22.80.187:28358, 134.65.147.194:35538, 0) x 1
(96.200.121.141:11506, 210.186.18.41:39934, 0) x 1
(234.55.35.70:43976, 108.113.188.241:40497, 0) x 1
(113.2.99.183:61705, 197.102.188.223:6866, 0) x 1
(167.68.113.74:13308, 223.94.38.226:34616, 0) x 1
(107.28.190.173:59680, 153.23.203.134:59313, 0) x 1
(135.224.17.42:4935, 131.225.24.157:64807, 0) x 1
(153.204.92.174:17317, 139.54.93.119:34107, 0) x 1
(179.86.248.4:30813, 27.130.225.9:1464, 0) x 1
(94.101.211.22:40243, 23.42.196.35:20212, 0) x 1
(231.192.246.206:61743, 194.7.212.55:62245, 0) x 1
(87.199.32.117:5501, 71.198.16.12:63125, 0) x 1
(56.36.106.17:5299, 42.226.5.206:64621, 0) x 1
(145.193.60.8:53397, 220.104.75.20:52058, 0) x 1
(95.179.179.109:12387, 64.212.149.76:40643, 0) x 1
(241.194.202.118:55620, 235.112.255.67:45528, 0) x 1
(26.39.23.124:22703, 207.18.230.242:17473, 0) x 1
(181.243.102.189:40427, 42.86.183.195:54057, 0) x 1
(104.234.241.157:19175, 93.234.222.101:43438, 0) x 1
(251.241.36.196:61890, 228.113.182.234:27719, 0) x 1
(205.251.251.190:3497, 96.247.213.133:47497, 0) x 1
(72.178.27.191:43373, 61.74.192.28:37623, 0) x 1
(142.214.98.84:60846, 127.79.23.76:1008, 0) x 1
(136.72.31.141:15642, 232.208.27.44:34692, 0) x 1
(130.69.164.40:7477, 241.90.164.25:58336, 0) x 1
(48.59.20.225:54529, 225.221.88.121:6608, 0) x 1
(40.148.253.157:20951, 138.250.231.124:2818, 0) x 1
(125.27.89.142:36867, 173.72.52.244:58748, 0) x 1
(205.89.65.0:22589, 211.88.158.192:38352, 0) x 1
(222.45.48.130:22848, 189.228.12.55:10968, 0) x 1
(86.115.37.120:22563, 233.227.210.164:52153, 0) x 1
(83.225.145.39:25046, 86.124.184.154:36062, 0) x 1
(217.195.196.210:43949, 237.239.88.13:31123, 0) x 1
(104.69.184.163:40253, 243.167.249.71:36509, 0) x 1
(48.166.5.32:63528, 7.182.102.57:38963, 0) x 1
(254.86.87.186:2075, 42.253.29.70:59034, 0) x 1
(201.79.36.21:34996, 87.81.96.120:14300, 0) x 1
(145.238.61.81:53228, 10.181.22.142:21794, 0) x 1
(218.99.192.30:19275, 255.75.86.243:55336, 0) x 1
(253.132.140.116:17570, 1.50.106.39:44086, 0) x 1
(255.202.58.165:13894, 112.194.211.27:58386, 0) x 1
(5.74.161.231:37308, 64.40.239.158:65011, 0) x 1
(69.72.151.128:28430, 123.30.232.139:18734, 0) x 1
(230.237.89.185:31037, 123.239.137.173:45665, 0) x 1
(147.138.97.85:16290, 157.150.131.117:28448, 0) x 1
(97.50.194.154:12227, 156.162.52.34:63444, 0) x 1
(131.173.120.220:30884, 53.171.48.44:16800, 0) x 1
(91.104.105.255:14852, 161.183.61.39:63691, 0) x 1
(84.169.171.71:62163, 166.150.76.130:29216, 0) x 1
(143.143.99.215:42105, 194.144.136.36:20079, 0) x 1
(220.72.171.31:49754, 191.211.237.10:40554, 0) x 1
(194.137.62.201:14237, 126.184.203.253:8057, 0) x 1
(226.231.236.131:56076, 75.185.105.171:22911, 0) x 1
(151.41.76.66:44971, 15.96.149.39:56314, 0) x 1
(164.18.198.12:60917, 194.241.205.74:28330, 0) x 1
(105.119.168.203:28004, 74.50.201.107:60132, 0) x 1
(34.159.3.114:38315, 109.212.177.169:60125, 0) x 1
(189.94.35.0:3187, 206.136.166.9:32490, 0) x 1
(202.161.66.41:63699, 139.98.18.215:29584, 0) x 1
(139.53.19.191:37507, 173.185.31.195:28752, 0) x 1
(173.233.123.182:50870, 23.158.60.131:42938, 0) x 1
(150.176.86.81:16619, 37.235.187.9:52883, 0) x 1
(240.101.101.153:9120, 42.20.80.219:10934, 0) x 1
(127.253.240.238:10833, 187.104.66.115:64699, 0) x 1
(184.233.59.157:36649, 45.92.151.163:17911, 0) x 1
(11.133.34.33:55988, 220.204.94.85:40847, 0) x 1
(139.47.167.173:9847, 240.53.118.160:9556, 0) x 1
(187.187.225.23:18857, 84.112.218.165:45451, 0) x 1
(114.169.237.191:30094, 12.118.167.60:28, 0) x 1
(220.209.240.76:57458, 164.70.94.142:27910, 0) x 1
(201.40.210.242:49905, 4.20.249.111:55133, 0) x 1
(27.232.211.64:47707, 9.160.115.173:22972, 0) x 1
(62.45.248.210:29973, 138.51.53.45:25804, 0) x 1
(153.16.213.200:12563, 222.209.157.50:2460, 0) x 1
(129.146.43.135:11208, 13.194.248.105:62128, 0) x 1
(202.8.253.79:38948, 141.236.128.122:14449, 0) x 1
(234.236.237.201:49327, 196.50.64.63:17222, 0) x 1
(213.135.136.203:32425, 117.126.149.160:40220, 0) x 1
(176.6.45.156:24413, 171.77.248.76:34180, 0) x 1
(84.243.85.46:2208, 116.198.185.94:36875, 0) x 1
(107.140.123.152:27324, 91.187.149.18:58844, 0) x 1
(8.225.230.30:45463, 55.8.97.100:29675, 0) x 1
(190.87.16.203:37280, 179.114.13.199:27109, 0) x 1
(13.131.54.19:3772, 176.95.52.206:22361, 0) x 1
(205.113.228.141:62256, 125.77.180.178:59800, 0) x 1
(34.142.32.142:57271, 169.86.86.140:38599, 0) x 1
(213.243.135.210:57112, 9.5.171.227:18376, 0) x 1
(237.4.215.144:49419, 182.78.242.1:33241, 0) x 1
(75.134.97.0:40910, 203.131.156.210:32514, 0) x 1
(218.141.233.168:60141, 255.211.127.246:53052, 0) x 1
(101.248.115.132:959, 64.159.61.172:30738, 0) x 1
(50.136.83.169:60175, 101.103.91.200:18906, 0) x 1
(40.18.198.85:37326, 141.229.172.115:34562, 0) x 1
(213.82.79.22:49097, 222.211.199.88:38204, 0) x 1
(124.200.33.186:59646, 173.246.181.8:5262, 0) x 1
(1.246.78.127:12562, 173.96.12.254:55080, 0) x 1
(18.195.12.164:64567, 139.110.151.61:30796, 0) x 1
(62.17.250.193:29609, 47.228.133.24:48516, 0) x 1
(140.113.155.235:57441, 27.172.168.238:14896, 0) x 1
(7.33.226.249:28015, 218.222.83.39:5046, 0) x 1
(121.92.112.4:11411, 92.161.242.28:48554, 0) x 1
(203.104.86.222:8157, 75.28.49.180:11516, 0) x 1
(245.164.132.19:16597, 200.227.124.175:42374, 0) x 1
(75.40.141.146:53225, 166.214.206.104:45276, 0) x 1
(243.150.26.167:41535, 236.133.56.16:40778, 0) x 1
(239.84.194.203:60819, 174.75.49.32:21683, 0) x 1
(229.182.4.38:14731, 24.75.193.205:19963, 0) x 1
(52.208.83.237:33245, 7.209.148.101:38356, 0) x 1
(212.173.158.116:35940, 66.171.175.169:4825, 0) x 1
(70.69.205.49:55464, 133.145.227.90:9177, 0) x 1
(69.113.6.43:34183, 193.151.164.194:47616, 0) x 1
(96.48.163.93:51140, 234.34.199.136:50561, 0) x 1
(235.240.173.82:33067, 188.104.157.175:39714, 0) x 1
(149.33.255.32:27595, 70.125.230.248:1357, 0) x 1
(192.98.199.73:61453, 222.117.252.4:24061, 0) x 1
(92.67.49.70:36593, 160.73.65.18:43112, 0) x 1
(77.103.69.155:53284, 170.246.165.254:13263, 0) x 1
(112.87.25.186:37824, 162.183.88.180:44746, 0) x 1
(87.209.62.253:41008, 180.33.97.229:65403, 0) x 1
(26.5.243.200:62682, 45.13.3.210:45061, 0) x 1
(233.69.210.3:44977, 229.142.185.156:32793, 0) x 1
(40.194.115.186:30843, 92.218.179.138:20858, 0) x 1
(188.110.248.176:1020, 78.124.109.214:38417, 0) x 1
(17.198.243.149:813, 185.108.167.169:53604, 0) x 1
(118.74.173.233:54581, 70.8.211.189:60908, 0) x 1
(153.253.25.181:50590, 87.186.79.240:29644, 0) x 1
(159.240.242.182:5430, 200.187.68.217:6338, 0) x 1
(233.131.124.45:20538, 202.108.25.127:42440, 0) x 1
(133.82.207.81:10142, 93.113.184.193:2305, 0) x 1
(227.104.49.24:18655, 199.97.155.192:38921, 0) x 1
(248.77.121.54:64179, 179.93.78.210:39038, 0) x 1
(3.246.240.65:10526, 209.232.152.198:50835, 0) x 1
(207.97.80.31:30748, 150.251.96.245:25436, 0) x 1
(217.63.107.13:2393, 100.28.88.236:56759, 0) x 1
(75.243.160.201:49129, 89.130.32.49:32783, 0) x 1
(92.217.23.104:22022, 32.179.6.213:974, 0) x 1
(49.168.66.2:50102, 8.183.45.79:49130, 0) x 1
(60.199.13.228:5474, 217.227.23.155:28550, 0) x 1
(21.153.205.24:25903, 221.200.209.206:19526, 0) x 1
(1.244.112.31:55108, 214.85.112.175:37699, 0) x 1
(161.237.98.3:49908, 83.149.138.54:55408, 0) x 1
(8.167.99.102:55385, 82.243.68.145:32866, 0) x 1
(182.247.197.245:52602, 39.231.135.55:37189, 0) x 1
(85.148.191.55:40324, 138.6.199.122:26422, 0) x 1
(147.160.240.84:44443, 162.33.36.171:20032, 0) x 1
(92.212.224.96:63611, 151.98.200.84:14063, 0) x 1
(95.21.223.145:13630, 89.206.24.223:54484, 0) x 1
(42.127.179.169:21750, 104.0.137.107:64256, 0) x 1
(75.212.179.172:54580, 217.87.25.32:60268, 0) x 1
(172.77.78.37:44074, 219.117.172.189:10768, 0) x 1
(54.97.16.236:27162, 21.217.29.172:15868, 0) x 1
(202.38.185.42:8570, 152.118.115.100:14372, 0) x 1
(68.19.202.31:9238, 189.212.220.124:15429, 0) x 1
(248.226.232.26:43050, 51.148.62.112:55397, 0) x 1
(203.218.190.244:63744, 87.92.181.203:24162, 0) x 1
(170.3.63.141:48347, 91.222.88.77:44340, 0) x 1
(19.30.134.3:54610, 7.199.120.142:10371, 0) x 1
(192.149.48.43:7443, 237.71.122.246:36761, 0) x 1
(161.232.131.155:16777, 71.163.96.109:26606, 0) x 1
(230.87.168.208:35164, 221.211.36.6:31142, 0) x 1
(164.253.35.238:41281, 129.141.84.41:41419, 0) x 1
(135.48.22.131:50923, 62.43.118.129:32542, 0) x 1
(142.26.73.185:4960, 35.79.254.104:35119, 0) x 1
(211.165.19.221:21654, 102.171.164.41:15398, 0) x 1
(131.176.119.212:56787, 163.22.170.216:32957, 0) x 1
(208.50.55.29:46716, 211.14.114.37:64201, 0) x 1
(21.62.198.21:56261, 2.234.3.3:47096, 0) x 1
(244.222.223.234:51465, 206.48.123.22:55018, 0) x 1
(39.110.17.67:44032, 34.223.118.15:58549, 0) x 1
(239.241.53.64:20924, 64.247.17.163:53896, 0) x 1
(141.197.46.248:41413, 8.197.93.79:22657, 0) x 1
(35.114.23.40:13347, 34.37.178.89:15193, 0) x 1
(145.235.249.36:29331, 38.205.29.94:51207, 0) x 1
(212.50.42.178:38588, 100.246.89.116:28309, 0) x 1
(80.165.174.28:53550, 50.251.237.61:48782, 0) x 1
(220.88.32.36:51363, 49.235.39.110:46299, 0) x 1
(255.238.247.132:797, 180.143.153.62:42805, 0) x 1
(31.95.13.101:34948, 136.146.203.32:8586, 0) x 1
(2.116.84.234:48130, 171.1.157.31:6129, 0) x 1
(0.9.247.108:41824, 25.44.19.99:17624, 0) x 1
(240.172.197.186:24671, 89.88.233.50:34077, 0) x 1
(15.9.223.86:14275, 128.191.246.137:18410, 0) x 1
(184.190.229.160:7740, 99.73.192.232:29269, 0) x 1
(129.141.20.75:2523, 108.48.204.114:25118, 0) x 1
(183.127.34.99:49163, 249.20.8.0:32199, 0) x 1
(91.186.253.125:28225, 142.235.183.85:57723, 0) x 1
(76.6.182.0:41137, 85.117.98.95:30786, 0) x 1
(212.100.215.86:11952, 95.132.13.113:28157, 0) x 1
(81.119.53.230:23349, 5.61.124.236:46202, 0) x 1
(67.194.173.115:5970, 165.64.10.7:37938, 0) x 1
(7.55.249.232:30557, 203.13.231.255:10120, 0) x 1
(207.127.73.63:20472, 43.227.144.66:18834, 0) x 1
(120.176.164.245:472, 234.27.203.64:65257, 0) x 1
(154.127.239.215:26904, 146.203.208.165:9185, 0) x 1
(223.52.167.248:61917, 209.161.225.130:53243, 0) x 1
(78.102.217.86:52484, 26.127.111.113:24188, 0) x 1
(190.15.158.23:17328, 143.68.73.156:11839, 0) x 1
(28.239.228.40:42816, 88.68.162.85:38908, 0) x 1
(166.84.120.233:16339, 167.253.163.194:57234, 0) x 1
(200.104.192.81:31372, 74.73.34.169:55355, 0) x 1
(197.61.130.140:37574, 215.193.254.148:1039, 0) x 1
(124.61.246.98:46375, 147.8.95.52:51969, 0) x 1
(85.145.56.85:17060, 200.44.102.202:32729, 0) x 1
(209.175.27.199:28512, 43.130.61.198:64163, 0) x 1
(90.52.110.1:16177, 119.69.57.39:6156, 0) x 1
(242.246.246.132:53497, 157.6.198.145:30602, 0) x 1
(4.122.92.225:12325, 78.16.144.212:14412, 0) x 1
(229.191.137.219:29839, 131.161.177.97:15470, 0) x 1
(234.114.207.108:38309, 170.33.162.187:48091, 0) x 1
(155.204.194.167:49447, 143.74.199.131:41775, 0) x 1
(108.108.193.243:4111, 18.190.78.78:39048, 0) x 1
(153.198.127.119:8407, 42.196.206.34:8971, 0) x 1
(187.225.244.138:61729, 59.219.47.83:3260, 0) x 1
(150.99.2.3:33657, 190.14.14.75:2529, 0) x 1
(136.117.55.117:12832, 201.29.7.139:36735, 0) x 1
(133.187.128.81:56389, 207.138.113.150:25236, 0) x 1
(224.18.185.31:120, 42.208.29.210:45378, 0) x 1
(199.82.218.150:12501, 106.3.103.55:17995, 0) x 1
(194.183.186.36:59500, 251.139.200.85:52302, 0) x 1
(43.182.219.218:32160, 74.229.132.249:37835, 0) x 1
(9.250.168.147:27339, 34.48.38.40:31347, 0) x 1
(29.148.133.10:14523, 18.168.54.210:23068, 0) x 1
(63.218.125.243:34158, 137.196.82.8:49498, 0) x 1
(201.161.100.9:4623, 51.124.73.104:53686, 0) x 1
(222.233.189.67:57423, 89.82.32.229:33443, 0) x 1
(239.208.9.244:59912, 222.174.193.204:50897, 0) x 1
(22.249.174.231:24592, 142.100.183.114:8452, 0) x 1
(102.0.174.18:28708, 135.52.161.27:20463, 0) x 1
(181.20.191.182:25690, 237.172.130.99:11711, 0) x 1
(223.213.194.192:13340, 41.109.44.9:21837, 0) x 1
(90.93.192.229:38731, 200.52.21.48:36248, 0) x 1
(122.96.53.165:29304, 11.108.152.13:11540, 0) x 1
(165.233.140.176:10055, 129.20.100.138:26562, 0) x 1
(30.111.108.61:17160, 94.131.176.67:142, 0) x 1
(255.97.94.243:1001, 31.242.13.222:26453, 0) x 1
(74.101.37.115:7556, 5.232.222.38:58461, 0) x 1
(142.66.180.101:53508, 235.184.238.230:47389, 0) x 1
(48.83.14.51:54724, 76.36.209.88:49460, 0) x 1
(16.246.82.115:57765, 211.15.133.84:3687, 0) x 1
(206.39.51.27:21680, 25.83.157.163:44016, 0) x 1
(83.250.133.78:15869, 103.46.78.87:42429, 0) x 1
(134.4.125.65:43681, 26.146.28.54:6250, 0) x 1
(32.67.243.128:29025, 132.10.93.160:57751, 0) x 1
(121.42.83.4:37615, 233.146.31.125:38783, 0) x 1
(68.141.222.33:3179, 135.74.53.141:49789, 0) x 1
(92.62.3.65:63345, 4.129.35.113:7216, 0) x 1
(71.137.72.245:39739, 241.135.146.95:15664, 0) x 1
(246.129.132.57:23478, 129.18.238.76:42175, 0) x 1
(68.58.147.10:6688, 85.242.167.25:57529, 0) x 1
(201.148.133.224:53286, 156.250.32.254:13443, 0) x 1
(74.146.218.126:46056, 155.19.66.52:27740, 0) x 1
(225.98.195.57:34423, 169.103.93.152:2346, 0) x 1
(152.138.64.97:30214, 10.28.219.225:62819, 0) x 1
(21.51.79.98:13287, 238.118.88.124:30267, 0) x 1
(192.124.243.36:20717, 86.107.158.222:4803, 0) x 1
(123.26.185.71:22359, 133.165.150.48:46221, 0) x 1
(172.128.51.177:36885, 89.109.131.94:3840, 0) x 1
(233.52.131.159:25183, 205.22.112.62:24946, 0) x 1
(114.225.176.227:6267, 185.244.148.236:18101, 0) x 1
(181.140.167.48:26419, 224.18.101.50:58635, 0) x 1
(24.205.130.86:31483, 178.252.193.115:39046, 0) x 1
(109.238.226.23:47257, 35.101.89.104:55829, 0) x 1
(22.67.65.223:2583, 105.80.134.88:821, 0) x 1
(135.46.83.111:40519, 86.216.174.123:50010, 0) x 1
(64.158.135.234:8025, 130.186.222.18:46589, 0) x 1
(221.48.167.113:48290, 3.121.99.8:27067, 0) x 1
(114.204.203.254:53024, 9.124.232.209:34030, 0) x 1
(72.135.169.165:9925, 179.47.226.32:27683, 0) x 1
(124.207.54.225:5680, 189.13.123.94:36988, 0) x 1
(96.244.211.211:34150, 52.122.47.131:39185, 0) x 1
(166.200.141.183:10969, 133.221.112.160:27240, 0) x 1
(84.202.94.11:13083, 136.195.55.137:28831, 0) x 1
(155.12.75.60:25850, 34.216.100.177:35258, 0) x 1
(74.224.178.243:32829, 191.186.243.100:12527, 0) x 1
(245.87.170.252:5108, 40.152.62.191:43221, 0) x 1
(100.249.31.118:6200, 156.185.221.141:24871, 0) x 1
(242.246.143.151:7237, 190.86.24.13:51780, 0) x 1
(23.8.175.26:21781, 58.41.194.214:17991, 0) x 1
(137.108.95.203:15610, 74.124.161.107:26004, 0) x 1
(44.46.114.13:32804, 122.54.112.112:117, 0) x 1
(151.68.49.1:37408, 236.82.61.208:51762, 0) x 1
(85.129.194.51:79, 154.6.254.238:61906, 0) x 1
(38.121.208.169:54192, 184.172.71.228:9167, 0) x 1
(187.192.72.133:46020, 95.52.70.186:13456, 0) x 1
(122.208.107.243:52023, 94.28.248.132:30036, 0) x 1
(52.117.0.11:31230, 136.34.37.79:62500, 0) x 1
(55.150.97.21:16508, 227.158.86.188:64918, 0) x 1
(123.206.133.233:64679, 178.114.109.116:42418, 0) x 1
(107.63.25.108:7506, 213.222.140.89:461, 0) x 1
(247.132.239.116:61215, 58.45.170.44:8853, 0) x 1
(179.64.110.251:5652, 238.4.168.81:10163, 0) x 1
(253.51.89.172:14678, 145.194.82.243:33902, 0) x 1
(3.165.131.153:61666, 153.91.83.24:25185, 0) x 1
(19.179.232.118:30686, 21.235.244.163:19304, 0) x 1
(233.136.9.208:14381, 235.224.2.217:15284, 0) x 1
(86.118.220.166:56397, 182.89.161.154:37323, 0) x 1
(75.68.75.189:24011, 139.41.198.50:26289, 0) x 1
(228.176.0.50:30780, 182.186.190.182:35169, 0) x 1
(181.133.111.254:20359, 195.20.133.169:36996, 0) x 1
(225.165.175.245:23411, 68.248.75.188:18508, 0) x 1
(251.70.117.214:29443, 208.29.11.167:28324, 0) x 1
(98.236.94.211:56244, 206.67.157.215:38035, 0) x 1
(102.110.219.161:8434, 187.115.75.87:60465, 0) x 1
(117.128.250.104:49245, 154.188.137.113:65161, 0) x 1
(207.243.88.47:54315, 127.140.103.25:34206, 0) x 1
(83.112.211.35:48611, 181.51.65.225:3657, 0) x 1
(40.62.141.6:22462, 44.31.71.122:63473, 0) x 1
(176.36.146.221:39781, 170.171.195.176:64688, 0) x 1
(96.237.43.218:26501, 79.167.139.238:769, 0) x 1
(254.145.206.223:30721, 59.83.239.191:1693, 0) x 1
(206.84.204.78:8114, 78.146.3.181:22768, 0) x 1
(170.21.210.210:56186, 110.128.118.216:56296, 0) x 1
(115.182.248.45:28686, 172.234.69.102:630, 0) x 1
(21.172.40.253:18739, 95.144.107.213:15850, 0) x 1
(160.46.166.178:12105, 127.15.243.78:17167, 0) x 1
(195.208.143.152:7469, 210.6.118.218:52535, 0) x 1
(113.230.210.238:25090, 206.53.176.70:56464, 0) x 1
(125.250.206.101:6725, 124.52.128.190:50527, 0) x 1
(20.188.124.227:34734, 220.206.128.193:40901, 0) x 1
(89.149.200.163:16527, 196.151.68.3:6269, 0) x 1
(0.90.66.152:29420, 216.78.117.173:59996, 0) x 1
(121.117.160.144:25173, 71.86.196.149:47430, 0) x 1
(132.88.166.81:46436, 15.51.47.55:37343, 0) x 1
(134.212.2.83:44556, 221.179.50.210:1514, 0) x 1
(85.29.21.153:48002, 62.252.242.0:5920, 0) x 1
(73.230.120.4:17666, 141.44.123.178:20632, 0) x 1
(101.252.213.187:12069, 144.150.170.18:62382, 0) x 1
(58.132.222.151:27230, 207.1.25.129:24380, 0) x 1
(71.87.126.220:23196, 185.59.216.6:46923, 0) x 1
(178.207.126.150:9687, 129.3.191.184:11041, 0) x 1
(35.34.103.31:39593, 140.36.228.196:51705, 0) x 1
(35.148.16.53:28361, 129.35.237.133:5658, 0) x 1
(117.111.52.50:56767, 93.39.37.50:1545, 0) x 1
(205.11.89.18:53230, 22.251.218.102:11002, 0) x 1
(54.67.168.144:16724, 135.7.196.184:7469, 0) x 1
(213.32.118.135:31759, 230.29.123.88:53227, 0) x 1
(214.50.97.99:54892, 31.49.197.2:32006, 0) x 1
(85.182.59.227:46053, 2.41.76.220:57722, 0) x 1
(23.20.251.143:44938, 83.167.194.146:18897, 0) x 1
(244.220.74.6:59503, 166.222.55.36:17969, 0) x 1
(42.202.54.119:47309, 194.5.134.183:44160, 0) x 1
(145.55.43.190:10756, 130.53.84.108:39903, 0) x 1
(53.224.75.127:39719, 220.231.162.149:45123, 0) x 1
(144.226.207.67:57030, 29.19.235.84:7333, 0) x 1
(122.158.251.203:54326, 247.113.91.76:44197, 0) x 1
